 spec_symbol , wgt , Genus , species , Taxa 
 OL , 25 , Onychomys , leucogaster , Rodent 
 DM , 28 , Dipodomys , merriami , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 PE , 19 , Peromyscus , eremicus , Rodent 
 DS , 143 , Dipodomys , spectabilis , Rodent 
 DS , 156 , Dipodomys , spectabilis , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DS , 123 , Dipodomys , spectabilis , Rodent 
 PE , 24 , Peromyscus , eremicus , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 NA , 133 , Neotoma , albigula , Rodent 
 OL , 27 , Onychomys , leucogaster , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 DS , 102 , Dipodomys , spectabilis , Rodent 
 NA , 171 , Neotoma , albigula , Rodent 
 OT , 18 , Onychomys , torridus , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 OL , 32 , Onychomys , leucogaster , Rodent 
 DS , 122 , Dipodomys , spectabilis , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 PE , 19 , Peromyscus , eremicus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DS , 135 , Dipodomys , spectabilis , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 NA , 274 , Neotoma , albigula , Rodent 
 DS , 127 , Dipodomys , spectabilis , Rodent 
 RM , 7 , Reithrodontomys , megalotis , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PE , 24 , Peromyscus , eremicus , Rodent 
 DM , 30 , Dipodomys , merriami , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 PE , 17 , Peromyscus , eremicus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 RM , 7 , Reithrodontomys , megalotis , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DM , 26 , Dipodomys , merriami , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 OL , 31 , Onychomys , leucogaster , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 DS , 124 , Dipodomys , spectabilis , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 OL , 34 , Onychomys , leucogaster , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 30 , Dipodomys , merriami , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 128 , Dipodomys , spectabilis , Rodent 
 OL , 33 , Onychomys , leucogaster , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 PM , 25 , Peromyscus , maniculatus , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 OL , 34 , Onychomys , leucogaster , Rodent 
 NA , 109 , Neotoma , albigula , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DS , 141 , Dipodomys , spectabilis , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 25 , Dipodomys , merriami , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 NA , 186 , Neotoma , albigula , Rodent 
 RM , 7 , Reithrodontomys , megalotis , Rodent 
 DO , 51 , Dipodomys , ordii , Rodent 
 OL , 41 , Onychomys , leucogaster , Rodent 
 DM , 27 , Dipodomys , merriami , Rodent 
 DM , 21 , Dipodomys , merriami , Rodent 
 PE , 20 , Peromyscus , eremicus , Rodent 
 NA , 153 , Neotoma , albigula , Rodent 
 PM , 23 , Peromyscus , maniculatus , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DS , 110 , Dipodomys , spectabilis , Rodent 
 DS , 118 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DO , 42 , Dipodomys , ordii , Rodent 
 OL , 19 , Onychomys , leucogaster , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 NA , 122 , Neotoma , albigula , Rodent 
 OL , 29 , Onychomys , leucogaster , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DS , 118 , Dipodomys , spectabilis , Rodent 
 NA , 168 , Neotoma , albigula , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 OL , 29 , Onychomys , leucogaster , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 OL , 31 , Onychomys , leucogaster , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 NA , 122 , Neotoma , albigula , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 54 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
 NA , 217 , Neotoma , albigula , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DS , 154 , Dipodomys , spectabilis , Rodent 
 DS , 141 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 DS , 143 , Dipodomys , spectabilis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PE , 18 , Peromyscus , eremicus , Rodent 
 DS , 103 , Dipodomys , spectabilis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 PE , 21 , Peromyscus , eremicus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DO , 53 , Dipodomys , ordii , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 DM , 33 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DO , 29 , Dipodomys , ordii , Rodent 
 DS , 132 , Dipodomys , spectabilis , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 OL , 29 , Onychomys , leucogaster , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OL , 23 , Onychomys , leucogaster , Rodent 
 OL , 32 , Onychomys , leucogaster , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DS , 150 , Dipodomys , spectabilis , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OL , 34 , Onychomys , leucogaster , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DS , 132 , Dipodomys , spectabilis , Rodent 
 DM , 25 , Dipodomys , merriami , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 OL , 27 , Onychomys , leucogaster , Rodent 
 NA , 214 , Neotoma , albigula , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OL , 30 , Onychomys , leucogaster , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 NA , 114 , Neotoma , albigula , Rodent 
 DS , 131 , Dipodomys , spectabilis , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 OL , 32 , Onychomys , leucogaster , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DO , 51 , Dipodomys , ordii , Rodent 
 PE , 17 , Peromyscus , eremicus , Rodent 
 DM , 26 , Dipodomys , merriami , Rodent 
 DO , 32 , Dipodomys , ordii , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 DS , 114 , Dipodomys , spectabilis , Rodent 
 OL , 31 , Onychomys , leucogaster , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DS , 142 , Dipodomys , spectabilis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 NA , 187 , Neotoma , albigula , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DS , 113 , Dipodomys , spectabilis , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 NA , 239 , Neotoma , albigula , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 NA , 241 , Neotoma , albigula , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 NA , 168 , Neotoma , albigula , Rodent 
 DO , 32 , Dipodomys , ordii , Rodent 
 DO , 29 , Dipodomys , ordii , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DO , 43 , Dipodomys , ordii , Rodent 
 OL , 26 , Onychomys , leucogaster , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DS , 131 , Dipodomys , spectabilis , Rodent 
 OL , 38 , Onychomys , leucogaster , Rodent 
 DO , 53 , Dipodomys , ordii , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DS , 68 , Dipodomys , spectabilis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 OL , 34 , Onychomys , leucogaster , Rodent 
 OT , 20 , Onychomys , torridus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 NA , 120 , Neotoma , albigula , Rodent 
 DS , 141 , Dipodomys , spectabilis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 54 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 NA , 184 , Neotoma , albigula , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 61 , Dipodomys , merriami , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DS , 142 , Dipodomys , spectabilis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OL , 39 , Onychomys , leucogaster , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DS , 128 , Dipodomys , spectabilis , Rodent 
 RM , 16 , Reithrodontomys , megalotis , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 OL , 32 , Onychomys , leucogaster , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
 DS , 133 , Dipodomys , spectabilis , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PE , 21 , Peromyscus , eremicus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PE , 19 , Peromyscus , eremicus , Rodent 
 DS , 103 , Dipodomys , spectabilis , Rodent 
 OL , 37 , Onychomys , leucogaster , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 DO , 46 , Dipodomys , ordii , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 DM , 23 , Dipodomys , merriami , Rodent 
 DM , 24 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DS , 147 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 147 , Dipodomys , spectabilis , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DS , 155 , Dipodomys , spectabilis , Rodent 
 DS , 129 , Dipodomys , spectabilis , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OT , 29 , Onychomys , torridus , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DS , 81 , Dipodomys , spectabilis , Rodent 
 DS , 79 , Dipodomys , spectabilis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DS , 143 , Dipodomys , spectabilis , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 56 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 NA , 170 , Neotoma , albigula , Rodent 
 DS , 134 , Dipodomys , spectabilis , Rodent 
 DS , 136 , Dipodomys , spectabilis , Rodent 
 DS , 87 , Dipodomys , spectabilis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 OL , 33 , Onychomys , leucogaster , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PF , 5 , Perognathus , flavus , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 105 , Dipodomys , spectabilis , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DS , 71 , Dipodomys , spectabilis , Rodent 
 DS , 143 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 NA , 147 , Neotoma , albigula , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DS , 142 , Dipodomys , spectabilis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OL , 37 , Onychomys , leucogaster , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 PE , 21 , Peromyscus , eremicus , Rodent 
 OL , 41 , Onychomys , leucogaster , Rodent 
 OL , 40 , Onychomys , leucogaster , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DS , 70 , Dipodomys , spectabilis , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 55 , Dipodomys , merriami , Rodent 
 OL , 38 , Onychomys , leucogaster , Rodent 
 DS , 114 , Dipodomys , spectabilis , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 NA , 74 , Neotoma , albigula , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DS , 145 , Dipodomys , spectabilis , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 OL , 36 , Onychomys , leucogaster , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 OL , 34 , Onychomys , leucogaster , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 PE , 24 , Peromyscus , eremicus , Rodent 
 RM , 14 , Reithrodontomys , megalotis , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DS , 108 , Dipodomys , spectabilis , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DS , 146 , Dipodomys , spectabilis , Rodent 
 PF , 5 , Perognathus , flavus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 OT , 28 , Onychomys , torridus , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DS , 111 , Dipodomys , spectabilis , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 DO , 53 , Dipodomys , ordii , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
